File Name,Part1_E,Part3_E,Part7_E,Part10_E,Part11_E,Pressure,Inner_Radius,Outer_Radius,inner_y1,inner_y2,inner_y3,inner_y4,inner_y5,inner_y6,inner_y7,inner_y8,inner_y9,inner_z1,inner_z2,inner_z3,inner_z4,inner_z5,inner_z6,inner_z7,inner_z8,inner_z9,outer_y1,outer_y2,outer_y3,outer_y4,outer_y5,outer_y6,outer_y7,outer_y8,outer_y9,outer_z1,outer_z2,outer_z3,outer_z4,outer_z5,outer_z6,outer_z7,outer_z8,outer_z9,innerShape_x1,innerShape_x2,innerShape_x3,innerShape_x4,innerShape_x5,innerShape_x6,innerShape_x7,innerShape_x8,innerShape_x9,innerShape_y1,innerShape_y2,innerShape_y3,innerShape_y4,innerShape_y5,innerShape_y6,innerShape_y7,innerShape_y8,innerShape_y9,outerShape_x1,outerShape_x2,outerShape_x3,outerShape_x4,outerShape_x5,outerShape_x6,outerShape_x7,outerShape_x8,outerShape_x9,outerShape_y1,outerShape_y2,outerShape_y3,outerShape_y4,outerShape_y5,outerShape_y6,outerShape_y7,outerShape_y8,outerShape_y9
Part1_E(0.01)Part3_E(0.2073)Part11_E(0.2303),0.01,0.2073,1,1,0.2303,0.015,1.25,1.75,1.474599408,1.482800632,1.493655476,1.516115602,1.555611628,1.611746391,1.675988205,1.729364124,1.740153201,0.003852027,0.504645457,1.00587634,1.506493074,2.005808971,2.503698193,3.000791702,3.498673197,4.000075057,-2.452804119,-2.464657161,-2.473297864,-2.499748957,-2.546581788,-2.604308235,-2.657772627,-2.692543656,-2.701306296,0.24245972,0.713018456,1.184885152,1.655239859,2.123625958,2.591039722,3.059019874,3.528737149,4.000083851,1.690176237,1.265740565,0.306928091,-0.747191675,-1.497089146,-1.507972072,-0.766583414,0.314125045,1.281044068,-0.165450845,0.865435957,1.36447349,1.193090047,0.392966376,-0.727832165,-1.557577451,-1.736188265,-1.209190588,2.159666392,1.62238188,0.386850921,-0.979084344,-1.937810867,-1.950578964,-1.003341767,0.395804297,1.642414636,-0.159243099,1.171264089,1.826655043,1.600120342,0.559418071,-0.882546606,-1.960619859,-2.195914841,-1.50660928
Part1_E(0.01)Part3_E(0.2118)Part11_E(0.2011),0.01,0.2118,1,1,0.2011,0.015,1.25,1.75,1.496994331,1.505092678,1.515057785,1.536637705,1.574194527,1.625898536,1.682922375,1.728635208,1.737796884,0.003851947,0.504371961,1.005318607,1.505655316,2.004860394,2.502964791,3.000589871,3.498985177,4.000066199,-2.476009378,-2.487030469,-2.495603196,-2.52066315,-2.564071835,-2.61673352,-2.664712098,-2.695347938,-2.703374737,0.24261368,0.713010199,1.184447549,1.654612298,2.123163009,2.590956097,3.05927169,3.529039485,4.000064608,1.67846925,1.259736097,0.305341294,-0.746893712,-1.490166883,-1.500356823,-0.76485826,0.311977728,1.273969141,-0.170379111,0.856551848,1.357854557,1.185413726,0.38505,-0.72951979,-1.557285572,-1.736246967,-1.209263672,2.148605736,1.61702658,0.385494447,-0.979286679,-1.93148003,-1.94347829,-1.001824788,0.39377957,1.635741608,-0.164553526,1.162513242,1.820737869,1.592996374,0.551348342,-0.884817908,-1.961138636,-2.196828747,-1.507368932
Part1_E(0.01)Part3_E(0.2099)Part11_E(0.1897),0.01,0.2099,1,1,0.1897,0.015,1.25,1.75,1.510625894,1.518881685,1.528881496,1.550835221,1.58877193,1.640334147,1.696572137,1.741738182,1.753080871,0.003879024,0.504387808,1.005325774,1.505631469,2.004807456,2.502921367,3.000606959,3.499065166,4.00006515,-2.489284174,-2.500326756,-2.509193593,-2.53455553,-2.578029514,-2.630378,-2.67770837,-2.707672335,-2.71566535,0.242449358,0.712860526,1.184275692,1.654425997,2.122993032,2.590836245,3.059220358,3.529042785,4.000061044,1.683461221,1.263921272,0.30661094,-0.749400089,-1.494436426,-1.504759997,-0.767441669,0.313263516,1.278367951,-0.177348366,0.852875734,1.356607833,1.183237191,0.379729652,-0.738186562,-1.569180863,-1.74903014,-1.219705285,2.153201833,1.620895701,0.386698096,-0.981586227,-1.935368803,-1.947514698,-1.004221206,0.395002827,1.639846838,-0.171470178,1.158624134,1.819165417,1.590515437,0.545942298,-0.89329884,-1.972658688,-2.20920067,-1.517511016
Part1_E(0.01)Part3_E(0.2228)Part11_E(0.2296),0.01,0.2228,1,1,0.2296,0.015,1.25,1.75,1.461937861,1.469480867,1.478496,1.498097956,1.532913178,1.581843577,1.63683025,1.681617199,1.690515053,0.003738463,0.504187288,1.005025714,1.505356087,2.004671602,2.502940827,3.000692229,3.499098699,4.000062075,-2.442870745,-2.453231348,-2.460579181,-2.483435412,-2.52414775,-2.574475941,-2.621177266,-2.651592039,-2.659229105,0.243369043,0.713601053,1.184843327,1.654939421,2.123532726,2.591375854,3.05964004,3.529224534,4.000065995,1.651967405,1.240059331,0.299476047,-0.737443385,-1.469709941,-1.478961904,-0.754190886,0.305681432,1.252793111,-0.14789846,0.864128755,1.357928937,1.188209564,0.399388186,-0.698555175,-1.513012427,-1.688915994,-1.170620663,2.124019534,1.598974147,0.380032199,-0.970949427,-1.91284767,-1.923804304,-0.991999368,0.38779966,1.615936692,-0.142521574,1.170986686,1.822517643,1.597311612,0.565909755,-0.854936784,-1.918812626,-2.151609343,-1.470305668
Part1_E(0.01)Part3_E(0.2314)Part11_E(0.2408),0.01,0.2314,1,1,0.2408,0.015,1.25,1.75,1.447096722,1.454229643,1.462572354,1.480810046,1.513488614,1.559738215,1.611996846,1.654733908,1.663173777,0.003680993,0.504042517,1.004757653,1.505028636,2.004391091,2.50280188,3.000726956,3.499229212,4.000056325,-2.429334276,-2.439114343,-2.44575559,-2.467022288,-2.505355782,-2.553093694,-2.597689127,-2.626929866,-2.634157582,0.243838986,0.71394319,1.184979374,1.654989428,2.123636258,2.591587304,3.059898065,3.529395616,4.000062128,1.633570012,1.22705771,0.295663375,-0.731832782,-1.456005238,-1.464559157,-0.74754246,0.30148961,1.238700617,-0.136142219,0.866175117,1.356167035,1.187772508,0.405636328,-0.681036629,-1.487265471,-1.661491627,-1.148238582,2.106908664,1.587092376,0.37651461,-0.966118623,-1.900363594,-1.910541288,-0.985897902,0.38382415,1.60275017,-0.131112943,1.173607607,1.821950236,1.597917764,0.572262461,-0.838189094,-1.894400769,-2.125627986,-1.44901197
Part1_E(0.01)Part3_E(0.2169)Part11_E(0.1771),0.01,0.2169,1,1,0.1771,0.015,1.25,1.75,1.516275809,1.52398494,1.533318985,1.553669554,1.588635818,1.635866269,1.686900478,1.727010848,1.735044381,0.003907879,0.504229455,1.004911972,1.505046982,2.004234192,2.502559471,3.000572853,3.49926654,4.000052911,-2.496062216,-2.506239873,-2.514528183,-2.537942393,-2.57779848,-2.625498589,-2.668316475,-2.695182946,-2.702471303,0.242883947,0.713117818,1.184173966,1.654174499,2.122866381,2.590973085,3.059546256,3.529317357,4.000049332,1.665568985,1.252610172,0.303344157,-0.746012234,-1.482324231,-1.491823832,-0.762582577,0.309429781,1.265750925,-0.173724752,0.848431214,1.351315202,1.178057625,0.378328321,-0.729237856,-1.55420584,-1.73327512,-1.20691675,2.136440874,1.610623383,0.383739345,-0.978949382,-1.924321325,-1.93554617,-0.999802251,0.391366732,1.627994235,-0.168286237,1.154583879,1.814972048,1.586260588,0.544501464,-0.885155314,-1.958949223,-2.194798262,-1.505772843
Part1_E(0.01)Part3_E(0.2135)Part11_E(0.1625),0.01,0.2135,1,1,0.1625,0.015,1.25,1.75,1.537274309,1.545108811,1.554656853,1.57544123,1.610783066,1.657948119,1.708293082,1.747411889,1.755282013,0.003980487,0.504279368,1.00493538,1.505023355,2.004166072,2.502483062,3.000539416,3.499294589,4.00005121,-2.516379238,-2.526607701,-2.535281261,-2.559101132,-2.59908026,-2.646436874,-2.688488031,-2.714543161,-2.721797615,0.242658043,0.712915122,1.183954482,1.653944474,2.122657521,2.590822156,3.059475059,3.5293131,4.000045373,1.674000219,1.259490216,0.30538898,-0.750034367,-1.489465344,-1.499202675,-0.766786867,0.311521267,1.272994487,-0.184510405,0.843055917,1.349674956,1.17498742,0.370299223,-0.742866563,-1.573022285,-1.753470576,-1.223417773,2.144215074,1.616972762,0.385668467,-0.982620804,-1.930832491,-1.942321554,-1.003701993,0.393353509,1.634755883,-0.178976085,1.14886,1.81277678,1.58267711,0.536338628,-0.898468225,-1.977140742,-2.214309469,-1.521774496
Part1_E(0.01)Part3_E(0.2211)Part11_E(0.184),0.01,0.2211,1,1,0.184,0.015,1.25,1.75,1.504366899,1.511873674,1.520868151,1.540525179,1.57449148,1.62062233,1.67071823,1.710261588,1.718153397,0.003873845,0.504165774,1.004805148,1.504930858,2.00415167,2.502536303,3.0006035,3.49931211,4.000051163,-2.484886386,-2.494808576,-2.502690973,-2.525328122,-2.5641608,-2.61088116,-2.653037859,-2.679641195,-2.686768245,0.243146757,0.713321101,1.184299721,1.654269769,2.122977312,2.591109173,3.059674781,3.529388022,4.000049082,1.655579338,1.245293642,0.301184849,-0.742579974,-1.474662371,-1.483805546,-0.758665273,0.307097772,1.257874914,-0.165929778,0.850694687,1.350970309,1.178653519,0.383071113,-0.718260925,-1.538371773,-1.716361037,-1.193120575,2.127163409,1.603915193,0.381733473,-0.975935368,-1.917337738,-1.928164234,-0.996193971,0.389152615,1.620624328,-0.16066357,1.157177965,1.815269168,1.587425672,0.549322171,-0.874585883,-1.943839768,-2.178669214,-1.49256538
Part1_E(0.01)Part3_E(0.21)Part11_E(0.1411),0.01,0.21,1,1,0.1411,0.015,1.25,1.75,1.570618158,1.578536681,1.588205978,1.609189987,1.644324949,1.690344868,1.738506977,1.775217195,1.782655596,0.004152686,0.504374514,1.004932727,1.504917086,2.004001108,2.502349407,3.000525016,3.49939673,4.000046429,-2.54890856,-2.559016045,-2.568062887,-2.591943005,-2.631208209,-2.676998507,-2.716972395,-2.741237165,-2.748279196,0.242454057,0.712703012,1.183644089,1.653590723,2.122361104,2.590659026,3.059454739,3.529365792,4.000037884,1.683050215,1.267525563,0.307749342,-0.755472963,-1.497857652,-1.507789959,-0.772206911,0.313834883,1.2812963,-0.200044635,0.834058289,1.346134146,1.169298855,0.357909113,-0.76161579,-1.598369812,-1.78073281,-1.245711981,2.152508191,1.624423718,0.387917609,-0.987686224,-1.938495792,-1.950201301,-1.008756322,0.395550134,1.642491897,-0.19445831,1.139420095,1.808625567,1.576403896,0.523737193,-0.91690994,-2.001812505,-2.240824629,-1.543537286
Part1_E(0.01)Part3_E(0.2168)Part11_E(0.1353),0.01,0.2168,1,1,0.1353,0.015,1.25,1.75,1.568587189,1.57607673,1.584996389,1.604401457,1.636847356,1.679148477,1.723137024,1.756421854,1.763147327,0.004236662,0.504325012,1.004702157,1.504585622,2.00370647,2.502217874,3.000603686,3.499587015,4.000038795,-2.548067383,-2.55743329,-2.565771046,-2.587762656,-2.623879887,-2.66590784,-2.702468531,-2.724544459,-2.731002187,0.242958136,0.713054224,1.18373366,1.653573075,2.122421728,2.590876431,3.059756474,3.529578547,4.000031665,1.665236627,1.255661331,0.304216546,-0.751381862,-1.485486649,-1.494679667,-0.766860173,0.309817967,1.26822525,-0.193673819,0.831878975,1.341960855,1.16568478,0.359168335,-0.749864124,-1.579839372,-1.761072555,-1.229777639,2.135848711,1.613598101,0.384676517,-0.98433216,-1.927220539,-1.9380934,-1.003875356,0.391730074,1.63021373,-0.188484087,1.137693078,1.805541647,1.573721286,0.525008882,-0.90593049,-1.98453683,-2.222509064,-1.528639951
Part1_E(0.01)Part3_E(0.2402)Part11_E(0.1802),0.01,0.2402,1,1,0.1802,0.015,1.25,1.75,1.489062007,1.495655263,1.503161341,1.51976986,1.548562917,1.587523233,1.629542309,1.662428575,1.668915544,0.003852615,0.503913527,1.004232386,1.504175873,2.00346993,2.502178177,3.000680335,3.499650647,4.000036298,-2.472420691,-2.480875188,-2.487394784,-2.506407708,-2.539180872,-2.578640849,-2.614194851,-2.636551703,-2.642542826,0.244136861,0.714019467,1.184486394,1.654232763,2.123074066,2.591501962,3.060240064,3.529799738,4.000035888,1.615272003,1.217865874,0.293148284,-0.732125167,-1.445746359,-1.453331453,-0.745645379,0.298094754,1.227990355,-0.147856974,0.848657732,1.343087255,1.172625047,0.38936052,-0.687837254,-1.491755068,-1.666851861,-1.152874956,2.089555729,1.578891535,0.374356919,-0.967171405,-1.890985893,-1.90005169,-0.984284745,0.3806072,1.592609463,-0.143409479,1.156293116,1.809962513,1.583613469,0.555747246,-0.845862745,-1.900071803,-2.132226042,-1.454655885
Part1_E(0.01)Part3_E(0.2616)Part11_E(0.2383),0.01,0.2616,1,1,0.2383,0.015,1.25,1.75,1.429207158,1.435147846,1.44163102,1.45614371,1.482281094,1.519051882,1.560183706,1.593428515,1.599867955,0.003535115,0.503597472,1.003896714,1.503902364,2.003328277,2.502167857,3.000729269,3.499670653,4.00003534,-2.415265011,-2.423114455,-2.428222282,-2.445008685,-2.475465034,-2.513417487,-2.548790594,-2.571870903,-2.577570575,0.245014679,0.714750486,1.185088604,1.654776057,2.123595985,2.59197324,3.060579975,3.529941233,4.000040537,1.580091914,1.190922774,0.285173103,-0.718191785,-1.417640764,-1.424165394,-0.73050012,0.28972214,1.19942193,-0.113467165,0.862339478,1.345084582,1.178960338,0.41269687,-0.642007914,-1.427212148,-1.597816262,-1.096412741,2.057028129,1.554174167,0.366914614,-0.954742701,-1.865412498,-1.873290496,-0.970332272,0.372668795,1.565958969,-0.109507962,1.17133785,1.81437049,1.592104254,0.579524158,-0.801404895,-1.838120721,-2.0660181,-1.40027306
Part1_E(0.01)Part3_E(0.2445)Part11_E(0.1638),0.01,0.2445,1,1,0.1638,0.015,1.25,1.75,1.500626837,1.507016839,1.514139747,1.529904396,1.556990081,1.593168852,1.631627806,1.661291375,1.667143625,0.003974283,0.503934607,1.004119599,1.503965853,2.003250859,2.502053197,3.000712726,3.49979078,4.000030359,-2.484547954,-2.492498143,-2.498792405,-2.516736749,-2.547306554,-2.583755713,-2.616225775,-2.63635509,-2.641887948,0.244352997,0.714149503,1.184432835,1.654095711,2.122992002,2.591551018,3.060391786,3.529937335,4.000028976,1.606711492,1.212923953,0.291629149,-0.731558007,-1.440709999,-1.447932724,-0.744283546,0.296248382,1.22241206,-0.15017927,0.84311134,1.338381366,1.167417196,0.384805412,-0.687794699,-1.489815365,-1.664934734,-1.151438614,2.081473897,1.574422357,0.372990558,-0.966952813,-1.886404332,-1.895048544,-0.983091116,0.378846127,1.587339352,-0.145961602,1.150897144,1.805769908,1.578817215,0.551135403,-0.846201889,-1.89869094,-2.130899228,-1.453689744
Part1_E(0.01)Part3_E(0.2202)Part11_E(0.1168),0.01,0.2202,1,1,0.1168,0.015,1.25,1.75,1.591139169,1.598312637,1.606628533,1.624634069,1.654379349,1.69251987,1.731419015,1.760250556,1.766101146,0.004548465,0.504468567,1.004624599,1.504358212,2.003470657,2.502119401,3.000714735,3.499816386,4.00003013,-2.571025739,-2.579655614,-2.58753077,-2.607761637,-2.640507255,-2.678130264,-2.710351892,-2.72940694,-2.735198771,0.243329656,0.713286874,1.183694261,1.653419965,2.122359423,2.59100508,3.060016113,3.529788151,4.000022995,1.656331637,1.251085736,0.302741861,-0.751836513,-1.480983508,-1.489703306,-0.766252603,0.307897846,1.262800769,-0.199469726,0.823402314,1.335626755,1.158286606,0.351231515,-0.753346678,-1.58219311,-1.763804091,-1.232179737,2.127391962,1.609497349,0.383370481,-0.985150879,-1.923139445,-1.933472945,-1.003407813,0.389893964,1.625066896,-0.194583552,1.129289994,1.799700544,1.566699044,0.516931908,-0.909856373,-1.987485509,-2.225860772,-1.531554951
Part1_E(0.01)Part3_E(0.2757)Part11_E(0.2424),0.01,0.2757,1,1,0.2424,0.015,1.25,1.75,1.418906125,1.424427474,1.430267938,1.443462408,1.467336255,1.500938338,1.538474011,1.568738125,1.574548041,0.003476841,0.503459755,1.003645108,1.503583675,2.003036351,2.502000392,3.000735646,3.499790799,4.000029609,-2.406453964,-2.413655652,-2.41819673,-2.433434038,-2.461251596,-2.49599389,-2.528399152,-2.54953264,-2.554719921,0.24545078,0.715070522,1.185203177,1.65479004,2.123645898,2.592127017,3.060799142,3.530105484,4.000034718,1.559931947,1.177020788,0.281109055,-0.712708356,-1.402992647,-1.408829264,-0.723878167,0.285232988,1.184459367,-0.103907795,0.861651649,1.341173935,1.176096668,0.416310266,-0.626251973,-1.403257869,-1.572376193,-1.075715535,2.038247472,1.541497295,0.363181833,-0.950113473,-1.852078572,-1.859167764,-0.964286003,0.368412246,1.551957105,-0.10031664,1.171288773,1.811810884,1.590400809,0.583257511,-0.786468868,-1.815580363,-2.042105662,-1.380726425
Part1_E(0.01)Part3_E(0.2695)Part11_E(0.1941),0.01,0.2695,1,1,0.1941,0.015,1.25,1.75,1.453871132,1.459469332,1.465434501,1.478858185,1.502476599,1.534688739,1.569574504,1.596912812,1.602199719,0.003695403,0.503600896,1.003691976,1.503529607,2.002920121,2.501902718,3.000736961,3.499890266,4.000025401,-2.440786844,-2.447816455,-2.452806265,-2.468153759,-2.495150795,-2.527998635,-2.557822967,-2.576688941,-2.581616188,0.245250965,0.714865462,1.184907288,1.654451625,2.123358239,2.59196369,3.060773547,3.530154596,4.000027051,1.567268881,1.184048608,0.28322308,-0.717939011,-1.410230038,-1.416190366,-0.728918638,0.287233534,1.191655889,-0.120631021,0.850746544,1.335904612,1.168597011,0.402255779,-0.645688887,-1.42887506,-1.599909501,-1.098398206,2.04488122,1.547995911,0.365202751,-0.955010276,-1.858643845,-1.865855142,-0.968966152,0.37030282,1.558609051,-0.117031998,1.159939797,1.805964995,1.582348013,0.568969887,-0.805656301,-1.840582839,-2.068951061,-1.402935955
Part1_E(0.01)Part3_E(0.2357)Part11_E(0.1243),0.01,0.2357,1,1,0.1243,0.015,1.25,1.75,1.556899867,1.56340029,1.570649598,1.586485897,1.612927714,1.647104745,1.682188602,1.708323561,1.713557309,0.004433985,0.504270927,1.004304647,1.504004841,2.003204154,2.502020971,3.000782197,3.499946047,4.000024831,-2.539342789,-2.547082682,-2.55380142,-2.571605828,-2.600849279,-2.634752278,-2.664023048,-2.681478112,-2.686662881,0.244147385,0.713927257,1.184091153,1.6537048,2.122672059,2.591387269,3.06038759,3.530005352,4.000020402,1.622281107,1.226542623,0.295545889,-0.740812518,-1.455201357,-1.462751214,-0.753523522,0.300087512,1.23645138,-0.176622119,0.827801898,1.332162371,1.157611662,0.363764882,-0.71975883,-1.532870001,-1.711160848,-1.189367601,2.095714929,1.587007682,0.376701826,-0.975540529,-1.89962373,-1.908627399,-0.991690576,0.382476499,1.600387611,-0.172322039,1.134797585,1.798426688,1.567951854,0.529717054,-0.877635051,-1.940566406,-2.175817741,-1.490698637
Part1_E(0.01)Part3_E(0.2643)Part11_E(0.176),0.01,0.2643,1,1,0.176,0.015,1.25,1.75,1.471951719,1.477658072,1.483770884,1.497465384,1.521282078,1.553359625,1.58766772,1.614239966,1.619406757,0.003833195,0.503712749,1.003775169,1.503575998,2.002933531,2.501902593,3.000748315,3.499919909,4.000024443,-2.458285822,-2.465343833,-2.470592994,-2.486188471,-2.513203665,-2.545718794,-2.57490946,-2.593135228,-2.598028204,0.245104366,0.71473303,1.184766797,1.654309048,2.123233016,2.591875879,3.060732857,3.530151306,4.000024814,1.574320038,1.189803876,0.284904263,-0.72137624,-1.416289575,-1.42243066,-0.732477338,0.288938622,1.197666557,-0.12994164,0.845997291,1.334317974,1.165792958,0.395266889,-0.65738702,-1.444902525,-1.617079532,-1.112484513,2.051360028,1.553287055,0.366781326,-0.958140152,-1.864156795,-1.871567895,-0.972256699,0.371915653,1.564197728,-0.126274093,1.154870047,1.803868649,1.579079018,0.561850443,-0.817093661,-1.856076209,-2.085533053,-1.416600197
Part1_E(0.01)Part3_E(0.2333)Part11_E(0.1154),0.01,0.2333,1,1,0.1154,0.015,1.25,1.75,1.572817858,1.579377131,1.586654483,1.60245819,1.628654045,1.662236872,1.696402043,1.721616997,1.72669275,0.004619833,0.504415938,1.004400932,1.504056605,2.003228894,2.502043511,3.00082158,3.499995267,4.000023411,-2.554836768,-2.562521599,-2.569326318,-2.58703602,-2.615861193,-2.649043036,-2.677458771,-2.694226959,-2.699312809,0.244109756,0.713882656,1.184014353,1.653615562,2.1226016,2.591355904,3.060393546,3.530024749,4.000018405,1.626765355,1.230408512,0.296580007,-0.743539626,-1.459513253,-1.467175813,-0.756273506,0.301102914,1.240421301,-0.184022231,0.823633048,1.33054136,1.154961362,0.357939732,-0.728774897,-1.545059444,-1.724233804,-1.200086209,2.099816696,1.59057475,0.377675124,-0.97807414,-1.903570131,-1.912697781,-0.994259168,0.383431506,1.604074625,-0.179696506,1.130402878,1.796480146,1.564993983,0.523784944,-0.886496944,-1.952417936,-2.188516304,-1.501153296
Part1_E(0.01)Part3_E(0.2315)Part11_E(0.1067),0.01,0.2315,1,1,0.1067,0.015,1.25,1.75,1.588813879,1.595380774,1.602626638,1.618262314,1.643988707,1.676696076,1.709663315,1.733757244,1.738631896,0.004782819,0.504535313,1.004465954,1.504077166,2.003230056,2.502054902,3.000861636,3.500050327,4.000021666,-2.570463716,-2.578036877,-2.584860544,-2.602318014,-2.630483341,-2.662675419,-2.690012055,-2.705964046,-2.710909259,0.244120684,0.713876035,1.183960846,1.653542981,2.122549707,2.591347499,3.060421857,3.530057114,4.00001625,1.630096802,1.233499851,0.29737624,-0.746014258,-1.463041744,-1.47077058,-0.758692659,0.301849941,1.243541984,-0.191063441,0.819272798,1.328603131,1.152027119,0.35214517,-0.73708684,-1.556111433,-1.736098835,-1.209832901,2.102841268,1.59343613,0.378429614,-0.980403854,-1.906805347,-1.916004605,-0.99652803,0.384130975,1.606965009,-0.186737805,1.125847483,1.794288839,1.561813634,0.51788458,-0.894705208,-1.963214668,-2.200095483,-1.510704437
Part1_E(0.01)Part3_E(0.3123)Part11_E(0.2192),0.01,0.3123,1,1,0.2192,0.015,1.25,1.75,1.4131999,1.417798192,1.422308169,1.432691538,1.451338177,1.477065783,1.50511954,1.527171772,1.531321601,0.003425159,0.503229265,1.003159047,1.502930525,2.002414271,2.501630482,3.00074405,3.500059639,4.000016747,-2.403999922,-2.409661093,-2.413217879,-2.425101673,-2.446602049,-2.473120076,-2.497421635,-2.51289074,-2.516782849,0.24633131,0.715711065,1.185389268,1.65474372,2.123672637,2.592393004,3.061238923,3.53045996,4.000019492,1.516540093,1.14802613,0.272653813,-0.702628029,-1.372463495,-1.376885605,-0.711183911,0.275776968,1.153295229,-0.091564204,0.852983157,1.327973843,1.164136765,0.416104638,-0.600843891,-1.362083497,-1.528813513,-1.0405378,1.997715545,1.515092677,0.355448243,-0.941847873,-1.824282702,-1.829715561,-0.952754585,0.359440906,1.522758138,-0.088786004,1.163928809,1.801502271,1.580889725,0.583257493,-0.762805418,-1.777351642,-2.001716552,-1.347953218
Part1_E(0.01)Part3_E(0.2739)Part11_E(0.1294),0.01,0.2739,1,1,0.1294,0.015,1.25,1.75,1.506802643,1.512054002,1.517353414,1.529062562,1.548871309,1.574602241,1.601015224,1.620611948,1.624440481,0.004326848,0.504001868,1.003797228,1.503403816,2.002723898,2.501825252,3.000895312,3.500195302,4.00001437,-2.494106389,-2.500061146,-2.504791874,-2.517933674,-2.539937008,-2.565656497,-2.587939718,-2.601215996,-2.605085209,0.245644979,0.715105129,1.184802038,1.654182332,2.123183662,2.592032466,3.06104173,3.530408743,4.000012859,1.558276414,1.181113981,0.282115848,-0.721693476,-1.40782634,-1.413325495,-0.731187669,0.285468622,1.187812159,-0.140496608,0.830195679,1.321762393,1.151568999,0.380745525,-0.663741653,-1.449005168,-1.621768406,-1.116814604,2.036123879,1.545445992,0.364281875,-0.959088756,-1.85646981,-1.863109085,-0.971223333,0.368591152,1.554842901,-0.137289581,1.139285373,1.792232475,1.565567207,0.547167077,-0.824160636,-1.86116239,-2.091248838,-1.421771731
Part1_E(0.01)Part3_E(0.3366)Part11_E(0.2358),0.01,0.3366,1,1,0.2358,0.015,1.25,1.75,1.394466786,1.398640855,1.402571321,1.41173629,1.428381778,1.451502076,1.476820135,1.496767938,1.500466876,0.00326626,0.503044974,1.002928064,1.502685011,2.00220857,2.50151254,3.000729538,3.500108763,4.000013775,-2.386983142,-2.392093061,-2.395080203,-2.405584222,-2.424889259,-2.448873418,-2.47095823,-2.485058128,-2.488529917,0.246768944,0.716060508,1.185605155,1.654884841,2.123811804,2.592562842,3.061413599,3.530572846,4.000016763,1.494555237,1.132328229,0.268060946,-0.695874791,-1.355997374,-1.359804581,-0.703459352,0.270831698,1.136688963,-0.078862395,0.853964307,1.324433839,1.162146721,0.422184142,-0.581295822,-1.333007608,-1.497871522,-1.015352553,1.977291479,1.500756287,0.351208224,-0.9360284,-1.809310237,-1.814025763,-0.945703136,0.35475586,1.507255635,-0.076415878,1.165702814,1.799497004,1.58022644,0.589557137,-0.744104027,-1.749814432,-1.972447394,-1.324005902
Part1_E(0.01)Part3_E(0.3396)Part11_E(0.2275),0.01,0.3396,1,1,0.2275,0.015,1.25,1.75,1.397085698,1.40119812,1.405043845,1.414008599,1.430225288,1.452632432,1.477032589,1.496150788,1.499692958,0.00329453,0.503056609,1.002917196,1.50265703,2.002177454,2.501495055,3.000736298,3.500132167,4.000012799,-2.389818201,-2.39479896,-2.397749967,-2.408008161,-2.426766072,-2.449973558,-2.471239543,-2.484733754,-2.488088458,0.246823929,0.716099562,1.185610451,1.654872287,2.123804769,2.592575176,3.061441936,3.530598197,4.000015397,1.491780019,1.130636277,0.267564447,-0.695542753,-1.354236589,-1.357960225,-0.702925599,0.270253382,1.134865516,-0.079539976,0.852132385,1.322733025,1.160346592,0.420750704,-0.581187094,-1.33221326,-1.497061864,-1.014765325,1.974677805,1.499219404,0.350758703,-0.935806826,-1.807705168,-1.812317488,-0.945229184,0.354205338,1.505538273,-0.077151712,1.163938318,1.797971528,1.578569415,0.588124155,-0.744105183,-1.749191945,-1.971820799,-1.32356109
Part1_E(0.01)Part3_E(0.3017)Part11_E(0.1506),0.01,0.3017,1,1,0.1506,0.015,1.25,1.75,1.464305851,1.468966278,1.473469013,1.483594643,1.50105474,1.52408929,1.548064129,1.566068374,1.569511853,0.00399477,0.503669372,1.003444473,1.503073693,2.002472093,2.50168587,3.00086205,3.500218186,4.000012052,-2.454305215,-2.459607934,-2.463475072,-2.474896265,-2.494506013,-2.517779156,-2.538226344,-2.550589514,-2.554037365,0.24627285,0.715621497,1.185177594,1.654476564,2.123458883,2.592305866,3.061275446,3.530537956,4.000011918,1.524993341,1.156562453,0.275014685,-0.709908645,-1.381836461,-1.386401062,-0.718112813,0.277927485,1.161914737,-0.115526135,0.836454872,1.319228509,1.152227553,0.395437155,-0.628152033,-1.39748871,-1.566798788,-1.072002843,2.005268901,1.522972549,0.35769951,-0.94871713,-1.832802222,-1.838362744,-0.959212579,0.361450199,1.530675209,-0.112784203,1.146801227,1.792010981,1.568258692,0.562248775,-0.789839434,-1.81200442,-2.038849121,-1.378852103
